sequence_id,label,length,net_charge_per_residue,hydrophobic_percent,polar_percent,charged_percent,gly_percent,pro_percent,ambiguous_count,ambiguous_rate,top1_type,top1_identity,top1_score,top1_coverage,top2_type,top2_identity,delta_top1_top2,type1_score,type1_aligned_len,type1_coverage,type1_identity,type1_mismatch_rate,type1_gap_rate,type1_conservation_match,type2_score,type2_aligned_len,type2_coverage,type2_identity,type2_mismatch_rate,type2_gap_rate,type2_conservation_match,type3_score,type3_aligned_len,type3_coverage,type3_identity,type3_mismatch_rate,type3_gap_rate,type3_conservation_match,type4_score,type4_aligned_len,type4_coverage,type4_identity,type4_mismatch_rate,type4_gap_rate,type4_conservation_match,afgp_score,afgp_aligned_len,afgp_coverage,afgp_identity,afgp_mismatch_rate,afgp_gap_rate,afgp_conservation_match,alignment_failed,low_coverage
F1Q8W0,NON_AFP,835,0.03473053892215569,29.221556886227546,22.275449101796408,38.92215568862276,6.347305389221557,3.473053892215569,0,0.0,type3,0.7325581395348837,-338.5,0.1029940119760479,type4,0.6356589147286822,0.0968992248062015,-339.0,209,0.2502994011976048,0.430622009569378,0.569377990430622,0.0,0.35527865248884777,-291.0,178,0.21317365269461078,0.5955056179775281,0.4044943820224719,0.0,0.4543971907195323,-338.5,86,0.1029940119760479,0.7325581395348837,0.26744186046511625,0.0,0.6526082362160844,-308.0,129,0.15449101796407186,0.6356589147286822,0.3643410852713178,0.0,0.3830389531864928,-494.5,545,0.6526946107784432,0.26788990825688075,0.7321100917431193,0.0,0.9966301070309926,0,1
F1QAM1,NON_AFP,345,0.04057971014492753,50.14492753623189,20.0,12.753623188405797,6.086956521739131,3.768115942028986,0,0.0,type3,0.7142857142857143,-107.0,0.22318840579710145,type4,0.5254237288135594,0.18886198547215494,-151.0,188,0.5449275362318841,0.31382978723404253,0.6861702127659575,0.0,0.3448057264927588,-98.5,163,0.47246376811594204,0.4539877300613497,0.5460122699386503,0.0,0.4676629854019182,-107.0,77,0.22318840579710145,0.7142857142857143,0.2857142857142857,0.0,0.6607687768408667,-102.0,118,0.34202898550724636,0.5254237288135594,0.4745762711864407,0.0,0.4054245406732117,-353.0,319,0.9246376811594202,0.31974921630094044,0.6802507836990596,0.0,0.9850943965449421,0,1
F1QB54,NON_AFP,634,0.02996845425867508,46.52996845425867,20.82018927444795,23.501577287066247,6.624605678233439,7.886435331230284,0,0.0,type4,0.7459016393442623,-201.5,0.19242902208201892,type3,0.7159090909090909,0.029992548435171407,-190.5,208,0.3280757097791798,0.5096153846153846,0.49038461538461536,0.0,0.34792005866195974,-198.0,180,0.28391167192429023,0.5444444444444444,0.45555555555555555,0.0,0.4544499765673958,-229.0,88,0.138801261829653,0.7159090909090909,0.2840909090909091,0.0,0.6500683236423724,-201.5,122,0.19242902208201892,0.7459016393442623,0.2540983606557377,0.0,0.3872837428620208,-314.5,467,0.7365930599369085,0.3811563169164882,0.6188436830835118,0.0,0.9896432726592955,0,1
F1QCC6,NON_AFP,554,-0.007220216606498195,44.4043321299639,21.48014440433213,23.826714801444044,6.678700361010831,4.512635379061372,0,0.0,type3,0.7471264367816092,-196.5,0.15703971119133575,type4,0.6935483870967742,0.05357804968483493,-182.0,207,0.37364620938628157,0.463768115942029,0.5362318840579711,0.0,0.3458990425181963,-135.5,180,0.3249097472924188,0.5888888888888889,0.4111111111111111,0.0,0.44424668952234586,-196.5,87,0.15703971119133575,0.7471264367816092,0.25287356321839083,0.0,0.6566012449952099,-163.0,124,0.22382671480144403,0.6935483870967742,0.3064516129032258,0.0,0.3965073585743631,-337.5,446,0.8050541516245487,0.33856502242152464,0.6614349775784754,0.0,0.9932735426008968,0,1
F1QEA1,NON_AFP,125,0.016,44.0,20.8,28.799999999999997,1.6,5.6000000000000005,0,0.0,type4,0.46511627906976744,-35.5,0.688,type2,0.44554455445544555,0.019571724614321884,-89.0,104,0.832,0.38461538461538464,0.6153846153846154,0.0,0.38335906790502405,-53.0,101,0.808,0.44554455445544555,0.5544554455445545,0.0,0.4597185640565489,-46.5,74,0.592,0.3783783783783784,0.6216216216216216,0.0,0.6718349660115637,-35.5,86,0.688,0.46511627906976744,0.5348837209302325,0.0,0.3588330907917775,-361.5,122,0.976,0.4344262295081967,0.5655737704918032,0.0,1.0,0,0
F1QFU0,NON_AFP,935,0.031016042780748664,43.101604278074866,19.786096256684495,27.700534759358288,6.096256684491978,4.171122994652406,0,0.0,type3,0.7954545454545454,-367.5,0.09411764705882353,type4,0.7322834645669292,0.06317108088761625,-351.5,211,0.22566844919786097,0.4834123222748815,0.5165876777251185,0.0,0.349726183230831,-305.0,175,0.18716577540106952,0.6571428571428571,0.34285714285714286,0.0,0.44457711875503564,-367.5,88,0.09411764705882353,0.7954545454545454,0.20454545454545456,0.0,0.6500683236423724,-343.0,127,0.1358288770053476,0.7322834645669292,0.2677165354330709,0.0,0.3877843829068231,-429.0,618,0.6609625668449198,0.3042071197411003,0.6957928802588996,0.0,0.9892019687116214,0,1
F1QGC8,NON_AFP,207,-0.004830917874396135,39.61352657004831,23.67149758454106,28.502415458937197,6.280193236714976,5.797101449275362,0,0.0,type3,0.6805555555555556,-48.5,0.34782608695652173,type2,0.49612403100775193,0.18443152454780365,-101.5,140,0.6763285024154589,0.36428571428571427,0.6357142857142857,0.0,0.3698775351369759,-44.5,129,0.6231884057971014,0.49612403100775193,0.5038759689922481,0.0,0.3907908911709889,-48.5,72,0.34782608695652173,0.6805555555555556,0.3194444444444444,0.0,0.6499651618166836,-54.0,113,0.5458937198067633,0.46017699115044247,0.5398230088495575,0.0,0.3798389377467654,-363.5,200,0.966183574879227,0.33,0.67,0.0,0.9954085208297275,0,1
F1QGW6,NON_AFP,472,0.006355932203389831,45.55084745762712,18.220338983050848,23.093220338983052,8.686440677966102,5.084745762711865,0,0.0,type3,0.7011494252873564,-151.0,0.1843220338983051,type4,0.6341463414634146,0.06700308382394171,-157.5,199,0.4216101694915254,0.4271356783919598,0.5728643216080402,0.0,0.36184283510809695,-129.0,166,0.3516949152542373,0.5602409638554217,0.4397590361445783,0.0,0.44962402078457964,-151.0,87,0.1843220338983051,0.7011494252873564,0.2988505747126437,0.0,0.6575403733394112,-143.0,123,0.2605932203389831,0.6341463414634146,0.36585365853658536,0.0,0.4010595186594475,-340.0,425,0.9004237288135594,0.30117647058823527,0.6988235294117647,0.0,0.9935179117596153,0,1
F1QH17,NON_AFP,1994,-0.01905717151454363,39.869608826479435,21.915747241725175,30.391173520561686,4.864593781344032,6.920762286860582,0,0.0,type3,0.9431818181818182,-867.0,0.044132397191574725,type4,0.937984496124031,0.005197322057787224,-752.0,217,0.10882647943831494,0.8202764976958525,0.17972350230414746,0.0,0.34318582260274244,-789.5,182,0.09127382146439318,0.7967032967032966,0.2032967032967033,0.0,0.4503538687583641,-867.0,88,0.044132397191574725,0.9431818181818182,0.056818181818181816,0.0,0.6500683236423724,-820.0,129,0.06469408224674023,0.937984496124031,0.06201550387596899,0.0,0.3830389531864928,-649.5,747,0.37462387161484456,0.45515394912985274,0.5448460508701473,0.0,0.9910666889742731,0,1
F1QHZ6,NON_AFP,778,-0.03984575835475578,39.84575835475578,29.177377892030847,21.20822622107969,4.627249357326478,4.4987146529562985,0,0.0,type4,0.768,-263.0,0.16066838046272494,type3,0.7586206896551724,0.00937931034482764,-285.0,211,0.2712082262210797,0.4881516587677725,0.5118483412322274,0.0,0.33660149635078523,-238.5,177,0.2275064267352185,0.6610169491525424,0.3389830508474576,0.0,0.45085308351486575,-293.5,87,0.11182519280205655,0.7586206896551724,0.2413793103448276,0.0,0.646046120465848,-263.0,125,0.16066838046272494,0.768,0.232,0.0,0.39464256636089634,-395.5,599,0.7699228791773779,0.2921535893155259,0.7078464106844741,0.0,0.9888594602066477,0,1
F1QJX5,NON_AFP,1863,-0.020397208803005905,43.04884594739667,21.900161030595815,22.973698336017176,5.26033279656468,4.40150295222759,0,0.0,type3,0.9659090909090909,-807.5,0.04723564143853999,type4,0.8682170542635659,0.09769203664552506,-715.0,217,0.11647879763821793,0.7419354838709677,0.25806451612903225,0.0,0.34441045844842727,-727.0,180,0.0966183574879227,0.8333333333333334,0.16666666666666666,0.0,0.4493483330448708,-807.5,88,0.04723564143853999,0.9659090909090909,0.03409090909090909,0.0,0.6500683236423724,-757.5,129,0.06924315619967794,0.8682170542635659,0.13178294573643412,0.0,0.3830389531864928,-671.0,736,0.3950617283950617,0.40625,0.59375,0.0,0.9922918704670951,0,1
F1QLY4,NON_AFP,468,-0.008547008547008548,41.23931623931624,22.863247863247864,23.076923076923077,5.982905982905983,4.487179487179487,0,0.0,type3,0.6511627906976745,-161.0,0.18376068376068377,type4,0.5736434108527132,0.07751937984496127,-187.0,200,0.42735042735042733,0.385,0.615,0.0,0.35790045610945825,-136.0,164,0.3504273504273504,0.5365853658536586,0.4634146341463415,0.0,0.44241392246521166,-161.0,86,0.18376068376068377,0.6511627906976745,0.3488372093023256,0.0,0.641930377680567,-141.0,129,0.27564102564102566,0.5736434108527132,0.4263565891472868,0.0,0.3830389531864928,-375.5,410,0.8760683760683761,0.29024390243902437,0.7097560975609756,0.0,0.9955205081265633,0,1
F1QR98,NON_AFP,308,0.016233766233766232,37.01298701298701,26.948051948051948,26.948051948051948,3.896103896103896,4.545454545454546,0,0.0,type3,0.6144578313253012,-94.5,0.2694805194805195,type2,0.4838709677419355,0.1305868635833657,-125.0,174,0.564935064935065,0.3620689655172414,0.6379310344827587,0.0,0.35420650636833506,-75.5,155,0.5032467532467533,0.4838709677419355,0.5161290322580645,0.0,0.44822051044096256,-94.5,83,0.2694805194805195,0.6144578313253012,0.3855421686746988,0.0,0.6742277106348462,-83.5,127,0.41233766233766234,0.48031496062992124,0.5196850393700787,0.0,0.38842772279615784,-352.5,280,0.9090909090909091,0.3392857142857143,0.6607142857142857,0.0,1.0,0,1
F1QVR8,NON_AFP,207,-0.043478260869565216,44.927536231884055,19.32367149758454,23.67149758454106,5.797101449275362,3.864734299516908,0,0.0,type4,0.5196078431372549,-48.0,0.4927536231884058,type2,0.5153846153846153,0.004223227752639613,-85.0,154,0.7439613526570048,0.36363636363636365,0.6363636363636364,0.0,0.35744712864817246,-49.0,130,0.6280193236714976,0.5153846153846153,0.4846153846153846,0.0,0.43001730735946636,-60.5,82,0.3961352657004831,0.5121951219512195,0.4878048780487805,0.0,0.6468610262028994,-48.0,102,0.4927536231884058,0.5196078431372549,0.4803921568627451,0.0,0.375178104292357,-348.5,194,0.9371980676328503,0.3917525773195876,0.6082474226804123,0.0,0.9952665163193066,0,1
F1QW76,NON_AFP,124,0.024193548387096774,34.67741935483871,26.61290322580645,26.61290322580645,5.64516129032258,4.838709677419355,0,0.0,type2,0.5454545454545454,-60.0,0.7096774193548387,type3,0.5087719298245614,0.03668261562998398,-82.5,99,0.7983870967741935,0.3838383838383838,0.6161616161616161,0.0,0.4652780843142002,-60.0,88,0.7096774193548387,0.5454545454545454,0.45454545454545453,0.0,0.44251534061407244,-47.5,57,0.4596774193548387,0.5087719298245614,0.49122807017543857,0.0,0.6369695904408449,-44.0,77,0.6209677419354839,0.4935064935064935,0.5064935064935064,0.0,0.4116394477428811,-371.5,124,1.0,0.3387096774193548,0.6612903225806451,0.0,0.9684008400479477,0,0
F1QWK4,NON_AFP,1673,-0.02630005977286312,39.33054393305439,23.01255230125523,27.375971309025704,5.439330543933055,4.722056186491333,0,0.0,type3,0.9204545454545454,-718.5,0.05260011954572624,type4,0.8837209302325582,0.03673361522198726,-614.0,218,0.13030484160191272,0.7706422018348624,0.22935779816513763,0.0,0.3436927926720854,-638.0,182,0.1087866108786611,0.8021978021978022,0.1978021978021978,0.0,0.4503538687583641,-718.5,88,0.05260011954572624,0.9204545454545454,0.07954545454545454,0.0,0.6500683236423724,-668.5,129,0.07710699342498506,0.8837209302325582,0.11627906976744186,0.0,0.3830389531864928,-571.5,749,0.4476987447698745,0.3938584779706275,0.6061415220293725,0.0,0.991090542942299,0,1
F1QWM2,NON_AFP,1100,-0.04363636363636364,37.72727272727273,24.727272727272727,30.0,5.0,4.545454545454546,0,0.0,type3,0.8522727272727273,-444.0,0.08,type4,0.8046875,0.04758522727272729,-369.5,218,0.19818181818181818,0.6422018348623854,0.3577981651376147,0.0,0.3436927926720854,-386.0,179,0.16272727272727272,0.6815642458100558,0.31843575418994413,0.0,0.4467285146034763,-444.0,88,0.08,0.8522727272727273,0.14772727272727273,0.0,0.6500683236423724,-410.5,128,0.11636363636363636,0.8046875,0.1953125,0.0,0.38603144500826214,-468.0,654,0.5945454545454546,0.3195718654434251,0.6804281345565749,0.0,0.9913254077427859,0,1
F1QWZ4,NON_AFP,389,0.002570694087403599,42.159383033419026,20.308483290488432,28.020565552699228,4.113110539845758,3.5989717223650386,0,0.0,type3,0.6704545454545454,-112.5,0.2262210796915167,type4,0.6065573770491803,0.06389716840536508,-158.0,193,0.4961439588688946,0.35751295336787564,0.6424870466321243,0.0,0.32766714193826996,-114.5,165,0.4241645244215938,0.49696969696969695,0.503030303030303,0.0,0.4569240906206284,-112.5,88,0.2262210796915167,0.6704545454545454,0.32954545454545453,0.0,0.6500683236423724,-101.5,122,0.31362467866323906,0.6065573770491803,0.39344262295081966,0.0,0.37089030023906994,-391.5,343,0.8817480719794345,0.2915451895043732,0.7084548104956269,0.0,0.9834601068914929,0,1
F1QYJ6,NON_AFP,296,-0.010135135135135136,46.62162162162162,19.93243243243243,26.013513513513516,4.391891891891892,7.094594594594595,0,0.0,type3,0.6162790697674418,-78.0,0.2905405405405405,type4,0.5573770491803278,0.05890202058711402,-129.5,184,0.6216216216216216,0.30978260869565216,0.6902173913043478,0.0,0.37806797770941275,-89.0,144,0.4864864864864865,0.5,0.5,0.0,0.3719158561409355,-78.0,86,0.2905405405405405,0.6162790697674418,0.38372093023255816,0.0,0.6535582846573113,-74.5,122,0.41216216216216217,0.5573770491803278,0.4426229508196721,0.0,0.385944330305537,-348.0,271,0.9155405405405406,0.34317343173431736,0.6568265682656826,0.0,0.9932229089737675,0,1
F1R013,NON_AFP,386,0.02849740932642487,47.40932642487047,23.57512953367876,17.357512953367877,4.922279792746114,7.512953367875648,0,0.0,type3,0.65,-118.5,0.20725388601036268,type4,0.5877192982456141,0.062280701754385936,-144.5,167,0.4326424870466321,0.41916167664670656,0.5808383233532934,0.0,0.3650215362204547,-96.5,164,0.42487046632124353,0.524390243902439,0.47560975609756095,0.0,0.44291211859902574,-118.5,80,0.20725388601036268,0.65,0.35,0.0,0.6630325518579718,-113.5,114,0.29533678756476683,0.5877192982456141,0.41228070175438597,0.0,0.3845622438547279,-318.0,355,0.9196891191709845,0.35492957746478876,0.6450704225352113,0.0,0.9922397535150326,0,1
F1R0H0,NON_AFP,513,0.005847953216374269,49.707602339181285,23.781676413255358,13.840155945419102,8.771929824561402,2.144249512670565,0,0.0,type3,0.7241379310344828,-177.5,0.1695906432748538,type4,0.6111111111111112,0.1130268199233716,-187.0,201,0.391812865497076,0.4129353233830846,0.5870646766169154,0.0,0.34213060650665766,-137.5,175,0.341130604288499,0.56,0.44,0.0,0.43932971398901,-177.5,87,0.1695906432748538,0.7241379310344828,0.27586206896551724,0.0,0.6566012449952099,-156.0,126,0.24561403508771928,0.6111111111111112,0.3888888888888889,0.0,0.36834940445283776,-347.0,423,0.8245614035087719,0.33569739952718675,0.6643026004728132,0.0,0.9885659771439503,0,1
F1R7R1,NON_AFP,1099,-0.0373066424021838,39.581437670609645,23.56687898089172,26.84258416742493,5.45950864422202,4.45859872611465,0,0.0,type4,0.8267716535433071,-408.5,0.11555959963603275,type3,0.8181818181818182,0.008589835361488829,-396.0,210,0.1910828025477707,0.5952380952380952,0.40476190476190477,0.0,0.35069758614087093,-388.5,181,0.16469517743403095,0.6464088397790055,0.35359116022099446,0.0,0.44731714980122794,-443.5,88,0.08007279344858963,0.8181818181818182,0.18181818181818182,0.0,0.6500683236423724,-408.5,127,0.11555959963603275,0.8267716535433071,0.1732283464566929,0.0,0.38119704693746104,-449.5,649,0.5905368516833485,0.3436055469953775,0.6563944530046225,0.0,0.9912585772939629,0,1
F1RAX8,NON_AFP,484,-0.012396694214876033,47.31404958677686,22.933884297520663,18.59504132231405,6.6115702479338845,4.75206611570248,0,0.0,type3,0.7142857142857143,-155.5,0.17355371900826447,type4,0.64,0.07428571428571429,-144.0,201,0.4152892561983471,0.46766169154228854,0.5323383084577115,0.0,0.30918092930015956,-130.5,170,0.3512396694214876,0.5588235294117647,0.4411764705882353,0.0,0.45621107814291006,-155.5,84,0.17355371900826447,0.7142857142857143,0.2857142857142857,0.0,0.6334049104824854,-140.0,125,0.25826446280991733,0.64,0.36,0.0,0.3786425663608963,-317.5,432,0.8925619834710744,0.32407407407407407,0.6759259259259259,0.0,0.9888041859534513,0,1
F1RB95,NON_AFP,459,-0.05228758169934641,40.08714596949891,20.043572984749456,26.143790849673206,4.57516339869281,4.57516339869281,0,0.0,type3,0.7011494252873564,-150.5,0.1895424836601307,type4,0.6837606837606838,0.01738874152667258,-173.5,204,0.4444444444444444,0.37254901960784315,0.6274509803921569,0.0,0.34993108904763165,-139.0,157,0.3420479302832244,0.5859872611464968,0.4140127388535032,0.0,0.4393882428195932,-150.5,87,0.1895424836601307,0.7011494252873564,0.2988505747126437,0.0,0.646046120465848,-126.0,117,0.2549019607843137,0.6837606837606838,0.3162393162393162,0.0,0.3760983259088035,-357.5,395,0.8605664488017429,0.3139240506329114,0.6860759493670886,0.0,0.9951435548504949,0,1
F1RCR6,NON_AFP,2026,0.009378084896347482,41.36229022704837,25.71569595261599,23.247778874629812,5.923000987166831,6.16979269496545,0,0.0,type3,0.9318181818181818,-881.5,0.04343534057255676,type4,0.8914728682170543,0.040345313601127475,-765.0,217,0.10710760118460019,0.8387096774193549,0.16129032258064516,0.0,0.3449001135325765,-804.0,181,0.08933859822309971,0.7955801104972375,0.20441988950276244,0.0,0.45284201167968097,-881.5,88,0.04343534057255676,0.9318181818181818,0.06818181818181818,0.0,0.6500683236423724,-840.5,129,0.06367226061204344,0.8914728682170543,0.10852713178294573,0.0,0.3830389531864928,-635.5,750,0.37018756169792694,0.4693333333333333,0.5306666666666666,0.0,0.991102422218376,0,1
F1RDG9,NON_AFP,544,-0.007352941176470588,42.830882352941174,20.22058823529412,24.264705882352942,9.191176470588236,4.227941176470589,0,0.0,type3,0.7816091954022989,-184.0,0.15992647058823528,type4,0.6910569105691057,0.09055228483319322,-187.5,213,0.3915441176470588,0.39436619718309857,0.6056338028169014,0.0,0.344112480684663,-147.0,171,0.31433823529411764,0.5847953216374269,0.4152046783625731,0.0,0.4476952238847644,-184.0,87,0.15992647058823528,0.7816091954022989,0.21839080459770116,0.0,0.646046120465848,-158.0,123,0.2261029411764706,0.6910569105691057,0.3089430894308943,0.0,0.38413509454606937,-352.0,463,0.8511029411764706,0.31317494600431967,0.6868250539956804,0.0,0.9895537976930691,0,1
F2Z4R5,NON_AFP,284,-0.02464788732394366,53.87323943661971,18.30985915492958,17.253521126760564,5.985915492957746,5.28169014084507,0,0.0,type3,0.5411764705882353,-82.5,0.2992957746478873,type4,0.5084745762711864,0.03270189431704884,-96.5,150,0.528169014084507,0.44666666666666666,0.5533333333333333,0.0,0.41780272233845417,-75.5,150,0.528169014084507,0.47333333333333333,0.5266666666666666,0.0,0.4454703052719008,-82.5,85,0.2992957746478873,0.5411764705882353,0.4588235294117647,0.0,0.6377177938885737,-70.0,118,0.4154929577464789,0.5084745762711864,0.4915254237288136,0.0,0.37568068470433935,-315.0,249,0.8767605633802817,0.42168674698795183,0.5783132530120482,0.0,0.9963120649234759,0,1
F4ZGF2,NON_AFP,256,0.00390625,50.0,17.1875,22.265625,6.640625,4.296875,0,0.0,type3,0.6329113924050633,-67.0,0.30859375,type4,0.5,0.13291139240506333,-106.5,158,0.6171875,0.37341772151898733,0.6265822784810127,0.0,0.32543867496504825,-64.5,141,0.55078125,0.48936170212765956,0.5106382978723404,0.0,0.48229435554134753,-67.0,79,0.30859375,0.6329113924050633,0.3670886075949367,0.0,0.6102026896269465,-66.5,118,0.4609375,0.5,0.5,0.0,0.3884753881308389,-338.5,250,0.9765625,0.34,0.66,0.0,0.9769804499913461,0,1
F8W2C9,NON_AFP,152,0.07236842105263158,40.131578947368425,23.684210526315788,26.973684210526315,1.9736842105263157,5.921052631578947,0,0.0,type3,0.46153846153846156,-39.0,0.5131578947368421,type1,0.43137254901960786,0.0301659125188537,-95.0,102,0.6710526315789473,0.43137254901960786,0.5686274509803921,0.0,0.3215073434214004,-54.5,123,0.8092105263157895,0.4146341463414634,0.5853658536585366,0.0,0.4166554197493214,-39.0,78,0.5131578947368421,0.46153846153846156,0.5384615384615384,0.0,0.6640704057795028,-44.5,108,0.7105263157894737,0.4166666666666667,0.5833333333333334,0.0,0.40517029290271733,-355.5,150,0.9868421052631579,0.3933333333333333,0.6066666666666667,0.0,0.99387802777297,0,0
G9G127,NON_AFP,1303,-0.042977743668457406,34.22870299309287,25.786646201074443,33.92171910974674,3.1465848042977744,1.5349194167306215,0,0.0,type4,0.8503937007874016,-492.5,0.09746738296239447,type3,0.8295454545454546,0.020848246241947033,-474.0,215,0.16500383729854182,0.6697674418604651,0.3302325581395349,0.0,0.34380957680926305,-484.5,179,0.13737528779739064,0.6983240223463687,0.3016759776536313,0.0,0.44627206674903214,-547.0,88,0.06753645433614736,0.8295454545454546,0.17045454545454544,0.0,0.6500683236423724,-492.5,127,0.09746738296239447,0.8503937007874016,0.14960629921259844,0.0,0.38055370704812636,-553.0,671,0.5149654643131235,0.33084947839046197,0.669150521609538,0.0,0.9900548683513889,0,1
H2LID1,NON_AFP,131,-0.007633587786259542,52.67175572519084,16.793893129770993,14.50381679389313,4.580152671755725,5.343511450381679,0,0.0,type2,0.49038461538461536,-48.5,0.7938931297709924,type3,0.4805194805194805,0.00986513486513485,-74.0,108,0.8244274809160306,0.42592592592592593,0.5740740740740741,0.0,0.40780583110751367,-48.5,104,0.7938931297709924,0.49038461538461536,0.5096153846153846,0.0,0.47373237151750397,-27.0,77,0.5877862595419847,0.4805194805194805,0.5194805194805194,0.0,0.6597076837766392,-40.0,94,0.7175572519083969,0.4148936170212766,0.5851063829787234,0.0,0.3832239802125945,-349.5,128,0.9770992366412213,0.4375,0.5625,0.0,1.0,0,0
H2LP95,NON_AFP,1067,0.006560449859418931,43.01780693533271,21.46204311152765,25.960637300843487,4.404873477038426,4.123711340206185,0,0.0,type3,0.8977272727272727,-414.0,0.08247422680412371,type4,0.7829457364341085,0.11478153629316423,-356.0,215,0.2014995313964386,0.6325581395348837,0.3674418604651163,0.0,0.3464099631015924,-368.0,179,0.16776007497656983,0.7150837988826816,0.2849162011173184,0.0,0.4467285146034763,-414.0,88,0.08247422680412371,0.8977272727272727,0.10227272727272728,0.0,0.6500683236423724,-394.0,129,0.12089971883786317,0.7829457364341085,0.21705426356589147,0.0,0.3830389531864928,-421.5,630,0.5904404873477038,0.35079365079365077,0.6492063492063492,0.0,0.9924525595203755,0,1
H6D7E6,NON_AFP,1554,-0.02252252252252252,41.37709137709138,28.7001287001287,22.07207207207207,5.276705276705277,9.78120978120978,0,0.0,type3,0.9204545454545454,-657.5,0.05662805662805663,type4,0.875968992248062,0.0444855532064834,-538.0,217,0.13963963963963963,0.7741935483870968,0.22580645161290322,0.0,0.34440694436393426,-592.0,179,0.11518661518661519,0.7653631284916201,0.2346368715083799,0.0,0.44627206674903214,-657.5,88,0.05662805662805663,0.9204545454545454,0.07954545454545454,0.0,0.6500683236423724,-610.5,129,0.08301158301158301,0.875968992248062,0.12403100775193798,0.0,0.3830389531864928,-452.0,724,0.46589446589446587,0.44613259668508287,0.5538674033149171,0.0,0.9907828959444502,0,1
H9BFW7,NON_AFP,423,-0.01182033096926714,42.5531914893617,19.858156028368796,25.768321513002363,6.8557919621749415,4.0189125295508275,0,0.0,type3,0.7764705882352941,-126.5,0.20094562647754138,type4,0.578125,0.19834558823529413,-163.0,189,0.44680851063829785,0.38095238095238093,0.6190476190476191,0.0,0.3431390199015599,-118.0,152,0.35933806146572106,0.5592105263157895,0.4407894736842105,0.0,0.47854501068973426,-126.5,85,0.20094562647754138,0.7764705882352941,0.2235294117647059,0.0,0.6494824997709268,-120.0,128,0.30260047281323876,0.578125,0.421875,0.0,0.37821894500826214,-369.5,362,0.8557919621749409,0.31215469613259667,0.6878453038674033,0.0,0.997463271176645,0,1
H9BW96,NON_AFP,207,0.0,42.99516908212561,24.637681159420293,26.08695652173913,3.864734299516908,3.864734299516908,0,0.0,type3,0.5641025641025641,-50.0,0.37681159420289856,type4,0.5181818181818182,0.04592074592074591,-85.0,165,0.7971014492753623,0.3333333333333333,0.6666666666666666,0.0,0.31154272794798943,-58.0,129,0.6231884057971014,0.4883720930232558,0.5116279069767442,0.0,0.45343976067444247,-50.0,78,0.37681159420289856,0.5641025641025641,0.4358974358974359,0.0,0.6052052882119073,-40.5,110,0.5314009661835749,0.5181818181818182,0.4818181818181818,0.0,0.4000318557393637,-335.0,203,0.9806763285024155,0.3842364532019704,0.6157635467980296,0.0,0.9860266420290198,0,1
K7N5M5,NON_AFP,142,0.028169014084507043,50.0,17.6056338028169,22.535211267605636,4.929577464788732,4.929577464788732,0,0.0,type2,0.5876288659793815,-45.0,0.6830985915492958,type3,0.5142857142857142,0.07334315169366723,-85.5,126,0.8873239436619719,0.36507936507936506,0.6349206349206349,0.0,0.37146705575277394,-45.0,97,0.6830985915492958,0.5876288659793815,0.41237113402061853,0.0,0.40651108216197357,-40.0,70,0.49295774647887325,0.5142857142857142,0.4857142857142857,0.0,0.6137271426098893,-41.0,93,0.6549295774647887,0.46236559139784944,0.5376344086021505,0.0,0.3899802864281765,-353.5,132,0.9295774647887324,0.4393939393939394,0.5606060606060606,0.0,1.0,0,0
K7N5M6,NON_AFP,146,-0.00684931506849315,47.94520547945205,19.17808219178082,19.863013698630137,7.534246575342466,2.73972602739726,0,0.0,type2,0.5714285714285714,-47.0,0.6712328767123288,type4,0.5308641975308642,0.04056437389770717,-81.5,119,0.815068493150685,0.3697478991596639,0.6302521008403361,0.0,0.3794288897139201,-47.0,98,0.6712328767123288,0.5714285714285714,0.42857142857142855,0.0,0.4525497020792441,-46.5,71,0.4863013698630137,0.4788732394366197,0.5211267605633803,0.0,0.6861378518993761,-46.0,81,0.5547945205479452,0.5308641975308642,0.4691358024691358,0.0,0.46437695444760907,-339.0,142,0.9726027397260274,0.4507042253521127,0.5492957746478874,0.0,1.0,0,0
K7NTD0,NON_AFP,256,-0.11328125,29.6875,48.4375,18.359375,1.953125,3.515625,0,0.0,type3,0.5538461538461539,-89.5,0.25390625,type4,0.4329896907216495,0.12085646312450438,-103.5,160,0.625,0.35,0.65,0.0,0.3935750978921404,-96.0,133,0.51953125,0.40601503759398494,0.5939849624060151,0.0,0.47862509367589545,-89.5,65,0.25390625,0.5538461538461539,0.4461538461538462,0.0,0.6712935895216954,-99.5,97,0.37890625,0.4329896907216495,0.5670103092783505,0.0,0.4048264601837156,-388.0,237,0.92578125,0.26582278481012656,0.7341772151898734,0.0,0.9757177742524749,0,1
L7VG99,NON_AFP,1073,-0.034482758620689655,42.404473438956195,25.908667287977632,22.646784715750233,5.778191985088537,5.684995340167754,0,0.0,type4,0.8372093023255814,-389.5,0.12022367194780988,type3,0.8181818181818182,0.019027484143763207,-408.5,211,0.1966449207828518,0.5545023696682464,0.44549763033175355,0.0,0.3471670239092023,-381.5,178,0.16589002795899346,0.702247191011236,0.29775280898876405,0.0,0.4483202010232092,-423.0,88,0.08201304753028892,0.8181818181818182,0.18181818181818182,0.0,0.6500683236423724,-389.5,129,0.12022367194780988,0.8372093023255814,0.16279069767441862,0.0,0.3830389531864928,-460.5,664,0.6188257222739981,0.32831325301204817,0.6716867469879518,0.0,0.9899500250960572,0,1
