sequence_id,label,reviewed,afp_type,medoid_type1_id,medoid_type2_id,medoid_type3_id,medoid_type4_id,medoid_afgp_id,medoid_type1_score,medoid_type1_identity,medoid_type1_coverage,medoid_type1_gap_rate,medoid_type2_score,medoid_type2_identity,medoid_type2_coverage,medoid_type2_gap_rate,medoid_type3_score,medoid_type3_identity,medoid_type3_coverage,medoid_type3_gap_rate,medoid_type4_score,medoid_type4_identity,medoid_type4_coverage,medoid_type4_gap_rate,medoid_afgp_score,medoid_afgp_identity,medoid_afgp_coverage,medoid_afgp_gap_rate,medoid_top1_type,medoid_top1_identity,medoid_delta_top1_top2_ident,medoid_top1_type_by_score,medoid_delta_top1_top2_score
F1QEA1,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-51.0,0.29411764705882354,0.68,0.0,-58.5,0.4166666666666667,0.768,0.0,-43.5,0.5,0.4,0.0,-36.0,0.4819277108433735,0.664,0.0,-361.5,0.4344262295081967,0.976,0.0,type3,0.5,0.01807228915662651,type4,7.5
F1QFU0,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-378.0,0.7582417582417582,0.09732620320855614,0.0,-331.5,0.6380368098159509,0.17433155080213902,0.0,-390.0,0.921875,0.06844919786096257,0.0,-346.5,0.7520661157024794,0.12941176470588237,0.0,-430.5,0.3047001620745543,0.6598930481283423,0.0,type3,0.921875,0.1636332417582418,type2,15.0
F1QGC8,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-71.0,0.43023255813953487,0.41545893719806765,0.0,-54.5,0.48739495798319327,0.5748792270531401,0.0,-66.5,0.5873015873015873,0.30434782608695654,0.0,-48.5,0.5463917525773195,0.46859903381642515,0.0,-362.0,0.3383838383838384,0.9565217391304348,0.0,type3,0.5873015873015873,0.04090983472426779,type4,6.0
F1QGW6,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-161.5,0.6111111111111112,0.1906779661016949,0.0,-146.5,0.5379746835443038,0.3347457627118644,0.0,-172.0,0.8333333333333334,0.1271186440677966,0.0,-149.5,0.6101694915254238,0.25,0.0,-337.0,0.3058823529411765,0.9004237288135594,0.0,type3,0.8333333333333334,0.2222222222222222,type2,3.0
F1QH17,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-870.0,0.9340659340659341,0.04563691073219659,0.0,-819.0,0.782608695652174,0.08074222668004012,0.0,-906.0,0.953125,0.0320962888665998,0.0,-828.0,0.9032258064516129,0.062186559679037114,0.0,-646.5,0.4499332443257677,0.3756268806419258,0.0,type3,0.953125,0.019059065934065922,afgp,172.5
F1QHZ6,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-307.0,0.6923076923076923,0.11696658097686376,0.0,-262.0,0.6496815286624203,0.20179948586118251,0.0,-319.0,0.9032258064516129,0.07969151670951156,0.0,-269.5,0.7338709677419355,0.15938303341902313,0.0,-395.5,0.2953020134228188,0.7660668380462725,0.0,type3,0.9032258064516129,0.16935483870967738,type2,7.5
F1QJX5,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-803.0,0.967032967032967,0.048845947396672036,0.0,-737.0,0.8343558282208589,0.08749329039184112,0.0,-843.5,0.984375,0.03435319377348363,0.0,-765.5,0.8790322580645161,0.06655931293612453,0.0,-668.0,0.41597796143250687,0.3896940418679549,0.0,type3,0.984375,0.01734203296703296,afgp,69.0
F1QLY4,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-182.0,0.5517241379310345,0.1858974358974359,0.0,-138.5,0.581081081081081,0.3162393162393162,0.0,-177.5,0.703125,0.13675213675213677,0.0,-141.5,0.652542372881356,0.25213675213675213,0.0,-375.5,0.28743961352657005,0.8846153846153846,0.0,type3,0.703125,0.05058262711864403,type2,3.0
F1QR98,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-109.5,0.4827586206896552,0.2824675324675325,0.0,-79.5,0.5179856115107914,0.4512987012987013,0.0,-111.0,0.6610169491525424,0.19155844155844157,0.0,-81.0,0.5526315789473685,0.37012987012987014,0.0,-351.0,0.34285714285714286,0.9090909090909091,0.0,type3,0.6610169491525424,0.10838537020517391,type2,1.5
F1QVR8,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-69.5,0.4235294117647059,0.4106280193236715,0.0,-47.0,0.5565217391304348,0.5555555555555556,0.0,-72.5,0.5833333333333334,0.2898550724637681,0.0,-53.0,0.5353535353535354,0.4782608695652174,0.0,-348.5,0.39378238341968913,0.9323671497584541,0.0,type3,0.5833333333333334,0.02681159420289858,type2,6.0
F1QW76,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-49.0,0.30120481927710846,0.6693548387096774,0.0,-53.5,0.4215686274509804,0.8225806451612904,0.0,-41.5,0.43103448275862066,0.46774193548387094,0.0,-34.0,0.45348837209302323,0.6935483870967742,0.0,-373.0,0.3225806451612903,1.0,0.0,type4,0.45348837209302323,0.022453889334402566,type4,7.5
F1QWK4,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-709.5,0.978021978021978,0.05439330543933055,0.0,-654.0,0.8098159509202454,0.09742976688583384,0.0,-748.5,0.9375,0.03825463239689181,0.0,-673.5,0.8548387096774194,0.07411835026897788,0.0,-568.5,0.3941411451398136,0.44889420203227737,0.0,type1,0.978021978021978,0.04052197802197799,afgp,85.5
F1QWM2,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-430.5,0.8901098901098901,0.08272727272727273,0.0,-396.0,0.7232704402515723,0.14454545454545453,0.0,-475.5,0.8888888888888888,0.057272727272727274,0.0,-406.5,0.8130081300813008,0.11181818181818182,0.0,-466.5,0.3261538461538461,0.5909090909090909,0.0,type1,0.8901098901098901,0.0012210012210012167,type2,10.5
F1QWZ4,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-148.5,0.5227272727272727,0.2262210796915167,0.0,-111.0,0.5436241610738255,0.38303341902313626,0.0,-136.5,0.7142857142857143,0.16195372750642673,0.0,-114.0,0.6238532110091743,0.2802056555269923,0.0,-390.0,0.29737609329446063,0.8817480719794345,0.0,type3,0.7142857142857143,0.09043250327653996,type2,3.0
F1QYJ6,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-106.5,0.4444444444444444,0.30405405405405406,0.0,-75.0,0.5378787878787878,0.44594594594594594,0.0,-93.0,0.7258064516129032,0.20945945945945946,0.0,-84.0,0.5221238938053098,0.38175675675675674,0.0,-348.0,0.35315985130111527,0.9087837837837838,0.0,type3,0.7258064516129032,0.1879276637341154,type2,9.0
F1R013,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-141.0,0.5365853658536586,0.21243523316062177,0.0,-111.0,0.4868421052631579,0.39378238341968913,0.0,-135.0,0.6984126984126984,0.16321243523316062,0.0,-120.0,0.5803571428571429,0.29015544041450775,0.0,-316.5,0.35774647887323946,0.9196891191709845,0.0,type3,0.6984126984126984,0.11805555555555547,type2,9.0
F1R0H0,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-195.5,0.5888888888888889,0.17543859649122806,0.0,-150.5,0.5686274509803921,0.2982456140350877,0.0,-192.5,0.8095238095238095,0.12280701754385964,0.0,-158.0,0.6666666666666666,0.22807017543859648,0.0,-344.0,0.3412322274881517,0.8226120857699805,0.0,type3,0.8095238095238095,0.1428571428571429,type2,7.5
F1R7R1,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-437.5,0.8791208791208791,0.08280254777070063,0.0,-397.0,0.6809815950920245,0.1483166515013649,0.0,-473.5,0.890625,0.05823475887170155,0.0,-409.0,0.8211382113821138,0.11191992720655142,0.0,-446.5,0.34408602150537637,0.5923566878980892,0.0,type3,0.890625,0.011504120879120894,type2,12.0
F1RAX8,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-160.0,0.7111111111111111,0.1859504132231405,0.0,-136.0,0.6312056737588653,0.29132231404958675,0.0,-178.0,0.734375,0.1322314049586777,0.0,-143.5,0.6557377049180327,0.25206611570247933,0.0,-316.0,0.3263888888888889,0.8925619834710744,0.0,type3,0.734375,0.023263888888888862,type2,7.5
F1RB95,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-164.0,0.5934065934065934,0.19825708061002179,0.0,-135.5,0.5126582278481012,0.3442265795206972,0.0,-177.5,0.7258064516129032,0.13507625272331156,0.0,-141.5,0.6460176991150443,0.24618736383442266,0.0,-356.0,0.30730478589420657,0.8649237472766884,0.0,type3,0.7258064516129032,0.079788752497859,type2,6.0
F1RCR6,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-887.5,0.9340659340659341,0.04491609081934847,0.0,-815.5,0.8404907975460123,0.08045409674234946,0.0,-919.0,0.96875,0.0315893385982231,0.0,-848.5,0.8870967741935484,0.06120434353405726,0.0,-634.0,0.4706666666666667,0.37018756169792694,0.0,type3,0.96875,0.03468406593406592,afgp,181.5
F1RDG9,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-202.0,0.6263736263736264,0.16727941176470587,0.0,-160.0,0.6666666666666666,0.2647058823529412,0.0,-197.5,0.828125,0.11764705882352941,0.0,-170.5,0.6611570247933884,0.22242647058823528,0.0,-350.5,0.31965442764578833,0.8511029411764706,0.0,type3,0.828125,0.16145833333333337,type2,10.5
F2Z4R5,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-88.5,0.5402298850574713,0.30633802816901406,0.0,-76.5,0.5151515151515151,0.4647887323943662,0.0,-102.0,0.6440677966101694,0.20774647887323944,0.0,-79.5,0.5267857142857143,0.39436619718309857,0.0,-315.0,0.42168674698795183,0.8767605633802817,0.0,type3,0.6440677966101694,0.10383791155269817,type2,3.0
F4ZGF2,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-85.0,0.45977011494252873,0.33984375,0.0,-67.0,0.47058823529411764,0.53125,0.0,-85.0,0.6129032258064516,0.2421875,0.0,-64.0,0.5217391304347826,0.44921875,0.0,-337.0,0.344,0.9765625,0.0,type3,0.6129032258064516,0.09116409537166903,type4,3.0
F8W2C9,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-49.5,0.4788732394366197,0.46710526315789475,0.0,-48.0,0.49056603773584906,0.6973684210526315,0.0,-45.0,0.6,0.32894736842105265,0.0,-43.5,0.5365853658536586,0.5394736842105263,0.0,-355.5,0.3933333333333333,0.9868421052631579,0.0,type3,0.6,0.06341463414634141,type4,1.5
G9G127,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-539.5,0.8901098901098901,0.06983883346124328,0.0,-503.5,0.70625,0.12279355333844973,0.0,-577.0,0.859375,0.04911742133537989,0.0,-493.0,0.8373983739837398,0.09439754412893323,0.0,-550.0,0.33084947839046197,0.5149654643131235,0.0,type1,0.8901098901098901,0.030734890109890056,type4,10.5
H2LID1,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-42.0,0.4461538461538462,0.4961832061068702,0.0,-37.5,0.494949494949495,0.7557251908396947,0.0,-37.5,0.5357142857142857,0.42748091603053434,0.0,-31.5,0.5,0.6717557251908397,0.0,-349.5,0.4375,0.9770992366412213,0.0,type3,0.5357142857142857,0.0357142857142857,type4,6.0
H2LP95,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-412.5,0.9010989010989011,0.08528584817244611,0.0,-385.5,0.7548387096774194,0.14526710402999063,0.0,-456.0,0.890625,0.05998125585754452,0.0,-393.0,0.8064516129032258,0.1162136832239925,0.0,-421.5,0.35303514376996803,0.5866916588566073,0.0,type1,0.9010989010989011,0.010473901098901117,type2,7.5
H6D7E6,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-648.5,0.9340659340659341,0.05855855855855856,0.0,-606.5,0.74375,0.10296010296010295,0.0,-690.5,0.921875,0.04118404118404118,0.0,-615.5,0.9032258064516129,0.07979407979407979,0.0,-453.5,0.44707520891364905,0.462033462033462,0.0,type1,0.9340659340659341,0.012190934065934078,afgp,153.0
H9BFW7,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-159.5,0.550561797752809,0.21040189125295508,0.0,-125.0,0.5753424657534246,0.34515366430260047,0.0,-155.0,0.6875,0.15130023640661938,0.0,-119.0,0.6293103448275862,0.27423167848699764,0.0,-366.5,0.3194444444444444,0.851063829787234,0.0,type3,0.6875,0.05818965517241381,type4,6.0
H9BW96,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-62.0,0.4642857142857143,0.4057971014492754,0.0,-57.5,0.4233576642335766,0.6618357487922706,0.0,-54.5,0.6290322580645161,0.2995169082125604,0.0,-42.5,0.6020408163265306,0.47342995169082125,0.0,-333.5,0.39800995024875624,0.9710144927536232,0.0,type3,0.6290322580645161,0.02699144173798551,type4,12.0
K7N5M5,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-56.5,0.3625,0.5633802816901409,0.0,-44.5,0.4298245614035088,0.8028169014084507,0.0,-40.0,0.5555555555555556,0.38028169014084506,0.0,-35.5,0.42857142857142855,0.6901408450704225,0.0,-353.5,0.4393939393939394,0.9295774647887324,0.0,type3,0.5555555555555556,0.11616161616161619,type4,4.5
K7N5M6,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-46.5,0.39473684210526316,0.5205479452054794,0.0,-54.0,0.550561797752809,0.6095890410958904,0.0,-43.5,0.5254237288135594,0.4041095890410959,0.0,-39.0,0.5844155844155844,0.5273972602739726,0.0,-339.0,0.4507042253521127,0.9726027397260274,0.0,type4,0.5844155844155844,0.03385378666277539,type4,4.5
K7NTD0,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-71.5,0.48863636363636365,0.34375,0.0,-86.5,0.44,0.48828125,0.0,-104.5,0.4482758620689655,0.2265625,0.0,-97.0,0.43617021276595747,0.3671875,0.0,-389.5,0.25316455696202533,0.92578125,0.0,type1,0.48863636363636365,0.04036050156739812,type1,15.0
L7VG99,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-441.0,0.7912087912087912,0.08480894687791239,0.0,-391.5,0.6871165644171779,0.15191053122087605,0.0,-450.0,0.9375,0.05964585274930102,0.0,-397.5,0.8032786885245902,0.11369990680335508,0.0,-457.5,0.32983508245877063,0.6216216216216216,0.0,type3,0.9375,0.13422131147540983,type2,6.0
O12946,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-126.5,0.5681818181818182,0.24043715846994534,0.0,-104.0,0.5273972602739726,0.3989071038251366,0.0,-126.5,0.7213114754098361,0.16666666666666666,0.0,-99.5,0.591304347826087,0.31420765027322406,0.0,-336.5,0.35060975609756095,0.8961748633879781,0.0,type3,0.7213114754098361,0.1300071275837491,type4,4.5
O13012,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-209.0,0.6703296703296703,0.15881326352530542,0.0,-174.5,0.5882352941176471,0.2670157068062827,0.0,-219.5,0.828125,0.11169284467713787,0.0,-180.5,0.6666666666666666,0.21465968586387435,0.0,-345.5,0.29878048780487804,0.8586387434554974,0.0,type3,0.828125,0.15779532967032972,type2,6.0
O13055,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-130.0,0.5,0.2535211267605634,0.0,-98.5,0.46405228758169936,0.4309859154929577,0.0,-130.0,0.609375,0.18028169014084508,0.0,-91.0,0.7,0.28169014084507044,0.0,-347.5,0.314540059347181,0.9492957746478873,0.0,type4,0.7,0.09062499999999996,type4,7.5
O13089,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-203.0,0.6835443037974683,0.15134099616858238,0.0,-161.0,0.5632911392405063,0.30268199233716475,0.0,-203.0,0.7903225806451613,0.11877394636015326,0.0,-168.5,0.6129032258064516,0.23754789272030652,0.0,-399.5,0.26292134831460673,0.8524904214559387,0.0,type3,0.7903225806451613,0.10677827684769292,type2,7.5
O13127,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-129.5,0.6483516483516484,0.21513002364066194,0.0,-128.0,0.5454545454545454,0.3380614657210402,0.0,-150.5,0.7301587301587301,0.14893617021276595,0.0,-113.0,0.6048387096774194,0.29314420803782504,0.0,-339.5,0.32266666666666666,0.8865248226950354,0.0,type3,0.7301587301587301,0.08180708180708174,type4,15.0
O13168,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-288.5,0.8222222222222222,0.11673151750972763,0.0,-252.5,0.6666666666666666,0.20233463035019456,0.0,-311.0,0.8125,0.08300907911802853,0.0,-272.0,0.680327868852459,0.1582360570687419,0.0,-333.5,0.3380035026269702,0.7405966277561609,0.0,type1,0.8222222222222222,0.009722222222222188,type2,19.5
O13234,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-52.0,0.4,0.49586776859504134,0.0,-47.5,0.5053763440860215,0.768595041322314,0.0,-37.0,0.4262295081967213,0.5041322314049587,0.0,-41.5,0.4805194805194805,0.6363636363636364,0.0,-371.5,0.375,0.9917355371900827,0.0,type2,0.5053763440860215,0.024856863566540988,type3,4.5
O42099,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-160.0,0.5393258426966292,0.20843091334894615,0.0,-125.5,0.5531914893617021,0.33021077283372363,0.0,-155.5,0.7619047619047619,0.14754098360655737,0.0,-124.0,0.6239316239316239,0.27400468384074944,0.0,-364.0,0.2832080200501253,0.9344262295081968,0.0,type3,0.7619047619047619,0.13797313797313793,type4,1.5
O42115,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-132.5,0.6931818181818182,0.19426048565121412,0.0,-128.0,0.5833333333333334,0.31788079470198677,0.0,-176.0,0.65625,0.141280353200883,0.0,-131.0,0.5967741935483871,0.2737306843267108,0.0,-302.0,0.39210526315789473,0.8388520971302428,0.0,type1,0.6931818181818182,0.03693181818181823,type2,3.0
O42132,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-217.5,0.6593406593406593,0.1566265060240964,0.0,-175.5,0.5723684210526315,0.26161790017211706,0.0,-228.0,0.765625,0.11015490533562823,0.0,-195.0,0.6528925619834711,0.2082616179001721,0.0,-366.0,0.28628230616302186,0.8657487091222031,0.0,type3,0.765625,0.10628434065934067,type2,19.5
O42175,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-82.5,0.46511627906976744,0.33076923076923076,0.0,-70.5,0.5196850393700787,0.48846153846153845,0.0,-82.5,0.6031746031746031,0.2423076923076923,0.0,-27.0,0.5966386554621849,0.4576923076923077,0.0,-315.0,0.3735408560311284,0.9884615384615385,0.0,type3,0.6031746031746031,0.006535947712418277,type4,43.5
O42277,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-69.0,0.4342105263157895,0.40425531914893614,0.0,-57.0,0.43089430894308944,0.6542553191489362,0.0,-54.0,0.515625,0.3404255319148936,0.0,-43.5,0.49504950495049505,0.5372340425531915,0.0,-370.5,0.3388888888888889,0.9574468085106383,0.0,type3,0.515625,0.020575495049504955,type4,10.5
O42376,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-123.5,0.5833333333333334,0.23140495867768596,0.0,-107.0,0.5873015873015873,0.34710743801652894,0.0,-123.5,0.71875,0.1763085399449036,0.0,-110.0,0.5416666666666666,0.3305785123966942,0.0,-335.0,0.3343108504398827,0.9393939393939394,0.0,type3,0.71875,0.13144841269841268,type2,3.0
O42385,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-135.5,0.6741573033707865,0.21040189125295508,0.0,-129.5,0.5337837837837838,0.34988179669030733,0.0,-147.5,0.7868852459016393,0.14420803782505912,0.0,-120.5,0.6101694915254238,0.2789598108747045,0.0,-299.0,0.37866666666666665,0.8865248226950354,0.0,type3,0.7868852459016393,0.11272794253085283,type4,9.0
O42449,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-81.0,0.45054945054945056,0.36693548387096775,0.0,-72.0,0.48484848484848486,0.532258064516129,0.0,-85.5,0.5901639344262295,0.24596774193548387,0.0,-61.5,0.5398230088495575,0.45564516129032256,0.0,-346.5,0.3702127659574468,0.9475806451612904,0.0,type3,0.5901639344262295,0.050340925576672024,type4,10.5
O42563,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-195.0,0.6043956043956044,0.17567567567567569,0.0,-151.5,0.6103896103896104,0.2972972972972973,0.0,-193.5,0.8125,0.12355212355212356,0.0,-159.0,0.6923076923076923,0.22586872586872586,0.0,-330.0,0.33182844243792325,0.8552123552123552,0.0,type3,0.8125,0.12019230769230771,type2,7.5
O42604,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-117.5,0.5568181818181818,0.24858757062146894,0.0,-99.5,0.5571428571428572,0.3954802259887006,0.0,-120.5,0.71875,0.1807909604519774,0.0,-111.5,0.5357142857142857,0.3163841807909605,0.0,-315.5,0.3829113924050633,0.8926553672316384,0.0,type3,0.71875,0.16160714285714284,type2,12.0
O57374,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-88.5,0.45121951219512196,0.3474576271186441,0.0,-76.5,0.4318181818181818,0.559322033898305,0.0,-79.5,0.5901639344262295,0.2584745762711864,0.0,-63.0,0.5047619047619047,0.4449152542372881,0.0,-363.0,0.33482142857142855,0.9491525423728814,0.0,type3,0.5901639344262295,0.08540202966432475,type4,13.5
O57409,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-228.5,0.6483516483516484,0.14796747967479676,0.0,-185.0,0.6274509803921569,0.24878048780487805,0.0,-245.0,0.8095238095238095,0.1024390243902439,0.0,-212.0,0.6410256410256411,0.1902439024390244,0.0,-368.0,0.28142589118198874,0.8666666666666667,0.0,type3,0.8095238095238095,0.16117216117216115,type2,27.0
O57523,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-64.0,0.6144578313253012,0.31679389312977096,0.0,-64.0,0.5238095238095238,0.48091603053435117,0.0,-77.5,0.7068965517241379,0.22137404580152673,0.0,-31.0,0.6283185840707964,0.4312977099236641,0.0,-310.0,0.3895582329317269,0.950381679389313,0.0,type3,0.7068965517241379,0.07857796765334146,type4,33.0
O57538,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-120.5,0.5172413793103449,0.2543859649122807,0.0,-102.5,0.5107913669064749,0.4064327485380117,0.0,-120.5,0.640625,0.1871345029239766,0.0,-99.5,0.5344827586206896,0.3391812865497076,0.0,-338.0,0.3696369636963696,0.8859649122807017,0.0,type3,0.640625,0.10614224137931039,type4,3.0
O73686,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-198.0,0.5494505494505495,0.17567567567567569,0.0,-160.5,0.5714285714285714,0.28378378378378377,0.0,-198.0,0.75,0.12355212355212356,0.0,-156.0,0.680672268907563,0.22972972972972974,0.0,-363.0,0.3238095238095238,0.8108108108108109,0.0,type3,0.75,0.06932773109243695,type4,4.5
O73715,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-144.0,0.46511627906976744,0.22994652406417113,0.0,-115.5,0.5140845070422535,0.37967914438502676,0.0,-141.0,0.7192982456140351,0.15240641711229946,0.0,-114.0,0.5371900826446281,0.3235294117647059,0.0,-351.0,0.3055555555555556,0.9625668449197861,0.0,type3,0.7192982456140351,0.18210816296940702,type4,1.5
O73727,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-44.0,0.45614035087719296,0.5277777777777778,0.0,-51.5,0.4936708860759494,0.7314814814814815,0.0,-35.0,0.5,0.46296296296296297,0.0,-24.5,0.4578313253012048,0.7685185185185185,0.0,-356.0,0.4537037037037037,1.0,0.0,type3,0.5,0.006329113924050611,type4,10.5
O73797,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-78.0,0.44047619047619047,0.3605150214592275,0.0,-64.5,0.427536231884058,0.592274678111588,0.0,-69.0,0.6101694915254238,0.2532188841201717,0.0,-57.0,0.5047619047619047,0.45064377682403434,0.0,-334.5,0.3870967741935484,0.9313304721030042,0.0,type3,0.6101694915254238,0.10540758676351902,type4,7.5
O73853,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-185.5,0.5934065934065934,0.17704280155642024,0.0,-157.0,0.577922077922078,0.29961089494163423,0.0,-197.5,0.7619047619047619,0.122568093385214,0.0,-148.0,0.6585365853658537,0.23929961089494164,0.0,-340.0,0.3115124153498871,0.8618677042801557,0.0,type3,0.7619047619047619,0.10336817653890817,type4,9.0
O93379,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-137.5,0.5340909090909091,0.23404255319148937,0.0,-124.0,0.5147058823529411,0.3617021276595745,0.0,-137.5,0.6774193548387096,0.16489361702127658,0.0,-119.5,0.49586776859504134,0.32180851063829785,0.0,-358.0,0.33540372670807456,0.8563829787234043,0.0,type3,0.6774193548387096,0.14332844574780057,type4,4.5
O93428,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-137.0,0.6506024096385542,0.20959595959595959,0.0,-107.0,0.543046357615894,0.3813131313131313,0.0,-141.5,0.7419354838709677,0.15656565656565657,0.0,-111.5,0.5785123966942148,0.3055555555555556,0.0,-321.5,0.3615819209039548,0.8939393939393939,0.0,type3,0.7419354838709677,0.09133307423241355,type2,4.5
O93449,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-151.0,0.4883720930232558,0.225130890052356,0.0,-98.5,0.5655172413793104,0.3795811518324607,0.0,-139.0,0.6779661016949152,0.1544502617801047,0.0,-101.5,0.6271186440677966,0.3089005235602094,0.0,-380.5,0.282798833819242,0.8979057591623036,0.0,type3,0.6779661016949152,0.05084745762711862,type2,3.0
O93464,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-48.5,0.33766233766233766,0.6260162601626016,0.0,-41.0,0.5106382978723404,0.7642276422764228,0.0,-45.5,0.43103448275862066,0.4715447154471545,0.0,-44.0,0.3465346534653465,0.8211382113821138,0.0,-372.5,0.3333333333333333,1.0,0.0,type2,0.5106382978723404,0.07960381511371972,type2,3.0
O93484,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-569.0,0.9111111111111111,0.06637168141592921,0.0,-531.5,0.6748466257668712,0.12020648967551623,0.0,-600.5,0.890625,0.0471976401179941,0.0,-566.0,0.7317073170731707,0.09070796460176991,0.0,-425.0,0.38950276243093923,0.5339233038348082,0.0,type1,0.9111111111111111,0.020486111111111094,afgp,106.5
P00025,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-45.0,0.4,0.5769230769230769,0.0,-46.5,0.47674418604651164,0.8269230769230769,0.0,-31.5,0.5,0.5192307692307693,0.0,-36.0,0.46153846153846156,0.75,0.0,-376.5,0.38613861386138615,0.9711538461538461,0.0,type3,0.5,0.023255813953488358,type3,4.5
P01170,NON_AFP,0,N/A,P07835,P05140,P19608,Q8JI37,P24856,-48.0,0.4,0.56,0.0,-42.0,0.4895833333333333,0.768,0.0,-46.5,0.43137254901960786,0.408,0.0,-30.0,0.589041095890411,0.584,0.0,-366.0,0.376,1.0,0.0,type4,0.589041095890411,0.09945776255707767,type4,12.0
